TABLE_CAT,TABLE_SCHEM,TABLE_NAME,TABLE_TYPE
C0000052267P_1_KOR00000000,dbo,FW_CustomFile,TABLE
C0000052267P_1_KOR00000000,dbo,FW_CustomGridCaptions,TABLE
C0000052267P_1_KOR00000000,dbo,FW_CustomGridsData,TABLE
C0000052267P_1_KOR00000000,dbo,FW_CustomNavTreeData,TABLE
C0000052267P_1_KOR00000000,dbo,FW_CustomNavTreeLabels,TABLE
C0000052267P_1_KOR00000000,dbo,FW_CustomResource,TABLE
C0000052267P_1_KOR00000000,dbo,FW_DashPart,TABLE
C0000052267P_1_KOR00000000,dbo,FW_DashPartAppLinks,TABLE
C0000052267P_1_KOR00000000,dbo,FW_DashPartLinks,TABLE
C0000052267P_1_KOR00000000,dbo,FW_DashPartLookupOptions,TABLE
C0000052267P_1_KOR00000000,dbo,FW_Dashboard,TABLE
C0000052267P_1_KOR00000000,dbo,FW_DetailJobStatus,TABLE
C0000052267P_1_KOR00000000,dbo,FW_DetailJobs,TABLE
C0000052267P_1_KOR00000000,dbo,FW_DetailProfiles,TABLE
C0000052267P_1_KOR00000000,dbo,FW_DisplaySettingsData,TABLE
C0000052267P_1_KOR00000000,dbo,FW_DisplaySettingsDesc,TABLE
C0000052267P_1_KOR00000000,dbo,FW_EmailLog,TABLE
C0000052267P_1_KOR00000000,dbo,FW_Files,TABLE
C0000052267P_1_KOR00000000,dbo,FW_FilesRag,TABLE
C0000052267P_1_KOR00000000,dbo,FW_InfoCenterTabHeadings,TABLE
C0000052267P_1_KOR00000000,dbo,FW_InfoCenterTabsData,TABLE
C0000052267P_1_KOR00000000,dbo,FW_LookupOptions,TABLE
C0000052267P_1_KOR00000000,dbo,FW_MasterJobs,TABLE
C0000052267P_1_KOR00000000,dbo,FW_MasterProfiles,TABLE
C0000052267P_1_KOR00000000,dbo,FW_ReportArchiveHistory,TABLE
C0000052267P_1_KOR00000000,dbo,FW_ReportCustomColumns,TABLE
C0000052267P_1_KOR00000000,dbo,FW_ReportFavorites,TABLE
C0000052267P_1_KOR00000000,dbo,FW_ReportGroups,TABLE
C0000052267P_1_KOR00000000,dbo,FW_ReportImage,TABLE
C0000052267P_1_KOR00000000,dbo,FW_ReportOptions,TABLE
C0000052267P_1_KOR00000000,dbo,FW_ReportPrinterPageSizes,TABLE
C0000052267P_1_KOR00000000,dbo,FW_ReportPrinterPaperTrays,TABLE
C0000052267P_1_KOR00000000,dbo,FW_ReportPrinters,TABLE
C0000052267P_1_KOR00000000,dbo,FW_ReportSubscr,TABLE
C0000052267P_1_KOR00000000,dbo,FW_SEUserOptions,TABLE
C0000052267P_1_KOR00000000,dbo,FW_TextNotTranslated,TABLE
C0000052267P_1_KOR00000000,dbo,FW_UDICData,TABLE
C0000052267P_1_KOR00000000,dbo,FW_UDICLocalized,TABLE
C0000052267P_1_KOR00000000,dbo,FW_UserActivity,TABLE
C0000052267P_1_KOR00000000,dbo,FileDownloadUsers,TABLE
C0000052267P_1_KOR00000000,dbo,FileDownloads,TABLE
C0000052267P_1_KOR00000000,dbo,Firm,TABLE
C0000052267P_1_KOR00000000,dbo,FirmDisciplinesSF330,TABLE
C0000052267P_1_KOR00000000,dbo,FirmFormerParent,TABLE
C0000052267P_1_KOR00000000,dbo,FirmOrgAssociations,TABLE
C0000052267P_1_KOR00000000,dbo,FirmProjectCodesSF330,TABLE
C0000052267P_1_KOR00000000,dbo,FirmServiceFees,TABLE
C0000052267P_1_KOR00000000,dbo,Form1099Data,TABLE
C0000052267P_1_KOR00000000,dbo,FormQuarterlyData,TABLE
C0000052267P_1_KOR00000000,dbo,FormW2Data,TABLE
C0000052267P_1_KOR00000000,dbo,GLGroup,TABLE
C0000052267P_1_KOR00000000,dbo,GLGroupDetail,TABLE
C0000052267P_1_KOR00000000,dbo,GLGroupHeading,TABLE
C0000052267P_1_KOR00000000,dbo,GLParentDetail,TABLE
C0000052267P_1_KOR00000000,dbo,GLParentGroup,TABLE
C0000052267P_1_KOR00000000,dbo,GLParentHeading,TABLE
C0000052267P_1_KOR00000000,dbo,GLSummary,TABLE
C0000052267P_1_KOR00000000,dbo,GLTable,TABLE
C0000052267P_1_KOR00000000,dbo,GR,TABLE
C0000052267P_1_KOR00000000,dbo,GRSkills,TABLE
C0000052267P_1_KOR00000000,dbo,ICBillExpDetail,TABLE
C0000052267P_1_KOR00000000,dbo,ICBillInvMaster,TABLE
C0000052267P_1_KOR00000000,dbo,ICBillInvSums,TABLE
C0000052267P_1_KOR00000000,dbo,ICBillLabDetail,TABLE
C0000052267P_1_KOR00000000,dbo,ICBillTaxDetail,TABLE
C0000052267P_1_KOR00000000,dbo,ICBillingWK,TABLE
C0000052267P_1_KOR00000000,dbo,IQItem,TABLE
C0000052267P_1_KOR00000000,dbo,ImportDetail,TABLE
C0000052267P_1_KOR00000000,dbo,ImportMaster,TABLE
C0000052267P_1_KOR00000000,dbo,IntegrationLog,TABLE
C0000052267P_1_KOR00000000,dbo,IntegrationWSLog,TABLE
C0000052267P_1_KOR00000000,dbo,IntegrationWSLogStatus,TABLE
C0000052267P_1_KOR00000000,dbo,InvDetail,TABLE
C0000052267P_1_KOR00000000,dbo,InvMaster,TABLE
C0000052267P_1_KOR00000000,dbo,Inventory,TABLE
C0000052267P_1_KOR00000000,dbo,InvoiceApproval,TABLE
C0000052267P_1_KOR00000000,dbo,InvoiceApprovalActions,TABLE
C0000052267P_1_KOR00000000,dbo,InvoiceApprover,TABLE
C0000052267P_1_KOR00000000,dbo,InvoiceDraftAnnotationActions,TABLE
C0000052267P_1_KOR00000000,dbo,InvoiceVoid,TABLE
C0000052267P_1_KOR00000000,dbo,ItemData,TABLE
C0000052267P_1_KOR00000000,dbo,ItemDescriptions,TABLE
C0000052267P_1_KOR00000000,dbo,ItemPhoto,TABLE
C0000052267P_1_KOR00000000,dbo,ItemRequestDetail,TABLE
C0000052267P_1_KOR00000000,dbo,ItemRequestMaster,TABLE
C0000052267P_1_KOR00000000,dbo,ItemRequestVendorDetail,TABLE
C0000052267P_1_KOR00000000,dbo,ItemUMConversion,TABLE
C0000052267P_1_KOR00000000,dbo,JEDocuments,TABLE
C0000052267P_1_KOR00000000,dbo,JEDocumentsDetail,TABLE
C0000052267P_1_KOR00000000,dbo,JobTitles,TABLE
C0000052267P_1_KOR00000000,dbo,KeyConvertDriver,TABLE
C0000052267P_1_KOR00000000,dbo,KeyConvertLog,TABLE
C0000052267P_1_KOR00000000,dbo,KeyConvertWork,TABLE
C0000052267P_1_KOR00000000,dbo,KeyConvertWorkGR,TABLE
C0000052267P_1_KOR00000000,dbo,KeyConvertWorkPROrg,TABLE
C0000052267P_1_KOR00000000,dbo,LB,TABLE
C0000052267P_1_KOR00000000,dbo,LD,TABLE
C0000052267P_1_KOR00000000,dbo,LDCustomFields,TABLE
C0000052267P_1_KOR00000000,dbo,LedgerAP,TABLE
C0000052267P_1_KOR00000000,dbo,LedgerAPTax,TABLE
C0000052267P_1_KOR00000000,dbo,LedgerAR,TABLE
C0000052267P_1_KOR00000000,dbo,LedgerARTax,TABLE
C0000052267P_1_KOR00000000,dbo,LedgerCustomFields,TABLE
C0000052267P_1_KOR00000000,dbo,LedgerDocuments,TABLE
C0000052267P_1_KOR00000000,dbo,LedgerEX,TABLE
C0000052267P_1_KOR00000000,dbo,LedgerEXTax,TABLE
C0000052267P_1_KOR00000000,dbo,LedgerMisc,TABLE
C0000052267P_1_KOR00000000,dbo,LedgerMiscTax,TABLE
C0000052267P_1_KOR00000000,dbo,LedgerTaxSection,TABLE
C0000052267P_1_KOR00000000,dbo,LookupXmlCache,TABLE
C0000052267P_1_KOR00000000,dbo,MergeFavorites,TABLE
C0000052267P_1_KOR00000000,dbo,MergeTemplateDocuments,TABLE
C0000052267P_1_KOR00000000,dbo,MergeTemplates,TABLE
C0000052267P_1_KOR00000000,dbo,MktCampaign,TABLE
C0000052267P_1_KOR00000000,dbo,MktCampaignClientAssoc,TABLE
C0000052267P_1_KOR00000000,dbo,MktCampaignContactAssoc,TABLE
C0000052267P_1_KOR00000000,dbo,MktCampaignCustomTabFields,TABLE
C0000052267P_1_KOR00000000,dbo,MktCampaignFileLinks,TABLE
C0000052267P_1_KOR00000000,dbo,MktCampaignLeads,TABLE
C0000052267P_1_KOR00000000,dbo,MktCampaignPhoto,TABLE
C0000052267P_1_KOR00000000,dbo,MktCampaignProjectAssoc,TABLE
C0000052267P_1_KOR00000000,dbo,MktCampaignProjectAssocTemplate,TABLE
C0000052267P_1_KOR00000000,dbo,MktCampaignSubscr,TABLE
C0000052267P_1_KOR00000000,dbo,NavigatorSearchCriteria,TABLE
C0000052267P_1_KOR00000000,dbo,NavigatorUserSettings,TABLE
C0000052267P_1_KOR00000000,dbo,Organization,TABLE
C0000052267P_1_KOR00000000,dbo,OverheadAllocation,TABLE
C0000052267P_1_KOR00000000,dbo,PNAccordionFormat,TABLE
C0000052267P_1_KOR00000000,dbo,PNAssignment,TABLE
C0000052267P_1_KOR00000000,dbo,PNBaselineConsultant,TABLE
C0000052267P_1_KOR00000000,dbo,PNBaselineExpenses,TABLE
C0000052267P_1_KOR00000000,dbo,PNBaselineLabor,TABLE
C0000052267P_1_KOR00000000,dbo,PNBaselineRevenueLabor,TABLE
C0000052267P_1_KOR00000000,dbo,PNBaselineUnit,TABLE
C0000052267P_1_KOR00000000,dbo,PNCalendarInterval,TABLE
C0000052267P_1_KOR00000000,dbo,PNConsultant,TABLE
C0000052267P_1_KOR00000000,dbo,PNDependency,TABLE
C0000052267P_1_KOR00000000,dbo,PNExpense,TABLE
C0000052267P_1_KOR00000000,dbo,PNPlan,TABLE
C0000052267P_1_KOR00000000,dbo,PNPlannedConsultant,TABLE
C0000052267P_1_KOR00000000,dbo,PNPlannedExpenses,TABLE
C0000052267P_1_KOR00000000,dbo,PNPlannedLabor,TABLE
C0000052267P_1_KOR00000000,dbo,PNPlannedRevenueLabor,TABLE
C0000052267P_1_KOR00000000,dbo,PNPlannedUnit,TABLE
C0000052267P_1_KOR00000000,dbo,PNSubAssignment,TABLE
C0000052267P_1_KOR00000000,dbo,PNTask,TABLE
C0000052267P_1_KOR00000000,dbo,PNUnit,TABLE
C0000052267P_1_KOR00000000,dbo,PNWBSLevelFormat,TABLE
C0000052267P_1_KOR00000000,dbo,POCOMaster,TABLE
C0000052267P_1_KOR00000000,dbo,POClauses,TABLE
C0000052267P_1_KOR00000000,dbo,POCommitment,TABLE
C0000052267P_1_KOR00000000,dbo,POCostDetail,TABLE
C0000052267P_1_KOR00000000,dbo,PODetail,TABLE
C0000052267P_1_KOR00000000,dbo,PODocuments,TABLE
C0000052267P_1_KOR00000000,dbo,PODocumentsDetail,TABLE
C0000052267P_1_KOR00000000,dbo,POFinalPrint,TABLE
C0000052267P_1_KOR00000000,dbo,POMaster,TABLE
C0000052267P_1_KOR00000000,dbo,POPQCostDetail,TABLE
C0000052267P_1_KOR00000000,dbo,POPQDetail,TABLE
C0000052267P_1_KOR00000000,dbo,POPQDocuments,TABLE
C0000052267P_1_KOR00000000,dbo,POPQDocumentsDetail,TABLE
C0000052267P_1_KOR00000000,dbo,POPQMaster,TABLE
C0000052267P_1_KOR00000000,dbo,POPQVendorDetail,TABLE
C0000052267P_1_KOR00000000,dbo,POPQVendorDocuments,TABLE
C0000052267P_1_KOR00000000,dbo,POPQVendorDocumentsDetail,TABLE
C0000052267P_1_KOR00000000,dbo,POPQWBS,TABLE
C0000052267P_1_KOR00000000,dbo,POPRCostDetail,TABLE
C0000052267P_1_KOR00000000,dbo,POPRDetail,TABLE
C0000052267P_1_KOR00000000,dbo,POPRDocuments,TABLE
C0000052267P_1_KOR00000000,dbo,POPRDocumentsDetail,TABLE
C0000052267P_1_KOR00000000,dbo,POPRMaster,TABLE
C0000052267P_1_KOR00000000,dbo,POPRVendorDetail,TABLE
C0000052267P_1_KOR00000000,dbo,POPRVendorDocuments,TABLE
C0000052267P_1_KOR00000000,dbo,POPRVendorDocumentsDetail,TABLE
C0000052267P_1_KOR00000000,dbo,POPRWBS,TABLE
C0000052267P_1_KOR00000000,dbo,POVoucherDetail,TABLE
C0000052267P_1_KOR00000000,dbo,POVoucherDocuments,TABLE
C0000052267P_1_KOR00000000,dbo,POVoucherDocumentsDetail,TABLE
C0000052267P_1_KOR00000000,dbo,POVoucherMaster,TABLE
C0000052267P_1_KOR00000000,dbo,POWBS,TABLE
C0000052267P_1_KOR00000000,dbo,PR,TABLE
C0000052267P_1_KOR00000000,dbo,PRAdditionalData,TABLE
C0000052267P_1_KOR00000000,dbo,PRAwards,TABLE
C0000052267P_1_KOR00000000,dbo,PRAwardsTemplate,TABLE
C0000052267P_1_KOR00000000,dbo,PRChargeCompanies,TABLE
C0000052267P_1_KOR00000000,dbo,PRChargeCompaniesTemplate,TABLE
C0000052267P_1_KOR00000000,dbo,PRCompetitionAssoc,TABLE
C0000052267P_1_KOR00000000,dbo,PRCompetitionAssocTemplate,TABLE
C0000052267P_1_KOR00000000,dbo,PRConsultant,TABLE
C0000052267P_1_KOR00000000,dbo,PRConsultantTemplate,TABLE
C0000052267P_1_KOR00000000,dbo,PRContactAssoc,TABLE
C0000052267P_1_KOR00000000,dbo,PRContactAssocTemplate,TABLE
C0000052267P_1_KOR00000000,dbo,PRDefaults,TABLE
C0000052267P_1_KOR00000000,dbo,PRDescriptions,TABLE
C0000052267P_1_KOR00000000,dbo,PRDescriptionsTemplate,TABLE
C0000052267P_1_KOR00000000,dbo,PRExpense,TABLE
C0000052267P_1_KOR00000000,dbo,PRExpenseTemplate,TABLE
C0000052267P_1_KOR00000000,dbo,PRF,TABLE
C0000052267P_1_KOR00000000,dbo,PRFECostGroups,TABLE
C0000052267P_1_KOR00000000,dbo,PRFEFuncGroups,TABLE
C0000052267P_1_KOR00000000,dbo,PRFEPhases,TABLE
C0000052267P_1_KOR00000000,dbo,PRFESpecialServices,TABLE
C0000052267P_1_KOR00000000,dbo,PRFileLinks,TABLE
C0000052267P_1_KOR00000000,dbo,PRLabor,TABLE
C0000052267P_1_KOR00000000,dbo,PRLaborTemplate,TABLE
C0000052267P_1_KOR00000000,dbo,PRMilestone,TABLE
C0000052267P_1_KOR00000000,dbo,PRMilestoneTemplate,TABLE
C0000052267P_1_KOR00000000,dbo,PRProjectCodes,TABLE
C0000052267P_1_KOR00000000,dbo,PRProjectCodesTemplate,TABLE
C0000052267P_1_KOR00000000,dbo,PRProposals,TABLE
C0000052267P_1_KOR00000000,dbo,PRProposalsTemplate,TABLE
C0000052267P_1_KOR00000000,dbo,PRRevenue,TABLE
C0000052267P_1_KOR00000000,dbo,PRRevenueTemplate,TABLE
C0000052267P_1_KOR00000000,dbo,PRSubscr,TABLE
C0000052267P_1_KOR00000000,dbo,PRSummaryMain,TABLE
C0000052267P_1_KOR00000000,dbo,PRSummarySub,TABLE
C0000052267P_1_KOR00000000,dbo,PRSummaryWBSList,TABLE
C0000052267P_1_KOR00000000,dbo,PRTemplate,TABLE
C0000052267P_1_KOR00000000,dbo,PRUnit,TABLE
C0000052267P_1_KOR00000000,dbo,PRUnitTemplate,TABLE
C0000052267P_1_KOR00000000,dbo,PRUnlinked,TABLE
C0000052267P_1_KOR00000000,dbo,PYChecks,TABLE
C0000052267P_1_KOR00000000,dbo,PYChecksA,TABLE
C0000052267P_1_KOR00000000,dbo,PYChecksC,TABLE
C0000052267P_1_KOR00000000,dbo,PYChecksCWage,TABLE
C0000052267P_1_KOR00000000,dbo,PYChecksE,TABLE
C0000052267P_1_KOR00000000,dbo,PYChecksW,TABLE
C0000052267P_1_KOR00000000,dbo,PYChecksWWage,TABLE
C0000052267P_1_KOR00000000,dbo,PlaidLog,TABLE
C0000052267P_1_KOR00000000,dbo,PlanningCustomTabFields,TABLE
C0000052267P_1_KOR00000000,dbo,ProjectCustomTabFields,TABLE
C0000052267P_1_KOR00000000,dbo,ProjectCustomTabFieldsTemplate,TABLE
C0000052267P_1_KOR00000000,dbo,ProjectFromContacts,TABLE
C0000052267P_1_KOR00000000,dbo,Projects_BasementWallDesign,TABLE
C0000052267P_1_KOR00000000,dbo,Projects_BasementWallDesignTemplate,TABLE
C0000052267P_1_KOR00000000,dbo,Projects_CodeSchedules,TABLE
C0000052267P_1_KOR00000000,dbo,Projects_CodeSchedulesTemplate,TABLE
C0000052267P_1_KOR00000000,dbo,Projects_ColumnWallDesign,TABLE
C0000052267P_1_KOR00000000,dbo,Projects_ColumnWallDesignTemplate,TABLE
C0000052267P_1_KOR00000000,dbo,Projects_Deadlines,TABLE
C0000052267P_1_KOR00000000,dbo,Projects_DeadlinesTemplate,TABLE
C0000052267P_1_KOR00000000,dbo,Projects_Drawings,TABLE
C0000052267P_1_KOR00000000,dbo,Projects_DrawingsTemplate,TABLE
C0000052267P_1_KOR00000000,dbo,Projects_FoundationDesign,TABLE
C0000052267P_1_KOR00000000,dbo,Projects_FoundationDesignTemplate,TABLE
C0000052267P_1_KOR00000000,dbo,Projects_INPUTAddedBy,TABLE
C0000052267P_1_KOR00000000,dbo,Projects_INPUTAddedByTemplate,TABLE
C0000052267P_1_KOR00000000,dbo,Projects_INPUTKeyContacts,TABLE
C0000052267P_1_KOR00000000,dbo,Projects_INPUTKeyContactsTemplate,TABLE
C0000052267P_1_KOR00000000,dbo,Projects_KeyDates,TABLE
C0000052267P_1_KOR00000000,dbo,Projects_KeyDatesTemplate,TABLE
C0000052267P_1_KOR00000000,dbo,Projects_LateralDesign,TABLE
C0000052267P_1_KOR00000000,dbo,Projects_LateralDesignTemplate,TABLE
C0000052267P_1_KOR00000000,dbo,Projects_ProjectSpecifics,TABLE
C0000052267P_1_KOR00000000,dbo,Projects_ProjectSpecificsTemplate,TABLE
C0000052267P_1_KOR00000000,dbo,Projects_SlabDesign,TABLE
C0000052267P_1_KOR00000000,dbo,Projects_SlabDesignTemplate,TABLE
C0000052267P_1_KOR00000000,dbo,PurchaseOrderCustomTabFields,TABLE
C0000052267P_1_KOR00000000,dbo,PurchaseTemplate,TABLE
C0000052267P_1_KOR00000000,dbo,PurchaseTemplateImages,TABLE
C0000052267P_1_KOR00000000,dbo,PurchaseTemplatePODetail,TABLE
C0000052267P_1_KOR00000000,dbo,PurchaseTemplateRFQDetail,TABLE
C0000052267P_1_KOR00000000,dbo,QBOAccount,TABLE
C0000052267P_1_KOR00000000,dbo,QBODefaultAccountMapping,TABLE
C0000052267P_1_KOR00000000,dbo,QBOTaxCode,TABLE
C0000052267P_1_KOR00000000,dbo,QBOTaxCodePurchaseTaxRate,TABLE
C0000052267P_1_KOR00000000,dbo,QBOTaxCodeSalesTaxRate,TABLE
C0000052267P_1_KOR00000000,dbo,QBOTransRef,TABLE
C0000052267P_1_KOR00000000,dbo,Quantities,TABLE
C0000052267P_1_KOR00000000,dbo,RPAccordionFormat,TABLE
C0000052267P_1_KOR00000000,dbo,RPAssignment,TABLE
C0000052267P_1_KOR00000000,dbo,RPBaselineConsultant,TABLE
C0000052267P_1_KOR00000000,dbo,RPBaselineExpenses,TABLE
C0000052267P_1_KOR00000000,dbo,RPBaselineLabor,TABLE
C0000052267P_1_KOR00000000,dbo,RPBaselineRevenue,TABLE
C0000052267P_1_KOR00000000,dbo,RPBaselineRevenueLabor,TABLE
C0000052267P_1_KOR00000000,dbo,RPBaselineUnit,TABLE
C0000052267P_1_KOR00000000,dbo,RPCalendarInterval,TABLE
C0000052267P_1_KOR00000000,dbo,RPCompensationFee,TABLE
C0000052267P_1_KOR00000000,dbo,RPConsultant,TABLE
C0000052267P_1_KOR00000000,dbo,RPConsultantFee,TABLE
C0000052267P_1_KOR00000000,dbo,RPDependency,TABLE
C0000052267P_1_KOR00000000,dbo,RPEVT,TABLE
C0000052267P_1_KOR00000000,dbo,RPExpense,TABLE
C0000052267P_1_KOR00000000,dbo,RPGrd,TABLE
C0000052267P_1_KOR00000000,dbo,RPGrdCol,TABLE
C0000052267P_1_KOR00000000,dbo,RPGrdRow,TABLE
C0000052267P_1_KOR00000000,dbo,RPGridCell,TABLE
C0000052267P_1_KOR00000000,dbo,RPGridCfg,TABLE
C0000052267P_1_KOR00000000,dbo,RPJTDConsultant,TABLE
C0000052267P_1_KOR00000000,dbo,RPJTDExpenses,TABLE
C0000052267P_1_KOR00000000,dbo,RPJTDLabor,TABLE
C0000052267P_1_KOR00000000,dbo,RPJTDUnit,TABLE
C0000052267P_1_KOR00000000,dbo,RPLKCalendarInterval,TABLE
C0000052267P_1_KOR00000000,dbo,RPPlan,TABLE
C0000052267P_1_KOR00000000,dbo,RPPlanSubscr,TABLE
C0000052267P_1_KOR00000000,dbo,RPPlannedConsultant,TABLE
C0000052267P_1_KOR00000000,dbo,RPPlannedExpenses,TABLE
C0000052267P_1_KOR00000000,dbo,RPPlannedLabor,TABLE
C0000052267P_1_KOR00000000,dbo,RPPlannedRevenueLabor,TABLE
C0000052267P_1_KOR00000000,dbo,RPPlannedUnit,TABLE
C0000052267P_1_KOR00000000,dbo,RPReimbAllowance,TABLE
C0000052267P_1_KOR00000000,dbo,RPSubAssignment,TABLE
C0000052267P_1_KOR00000000,dbo,RPTask,TABLE
C0000052267P_1_KOR00000000,dbo,RPTopDown,TABLE
C0000052267P_1_KOR00000000,dbo,RPTopDownGR,TABLE
C0000052267P_1_KOR00000000,dbo,RPUnit,TABLE
C0000052267P_1_KOR00000000,dbo,RPWBSLevelFormat,TABLE
C0000052267P_1_KOR00000000,dbo,ReceiveDetail,TABLE
C0000052267P_1_KOR00000000,dbo,ReceiveDocuments,TABLE
C0000052267P_1_KOR00000000,dbo,ReceiveDocumentsDetail,TABLE
C0000052267P_1_KOR00000000,dbo,ReceiveMaster,TABLE
C0000052267P_1_KOR00000000,dbo,RecurrActivity,TABLE
C0000052267P_1_KOR00000000,dbo,RecurrActivityException,TABLE
C0000052267P_1_KOR00000000,dbo,ReportEmpty,TABLE
C0000052267P_1_KOR00000000,dbo,ReportPresentationCurrency,TABLE
C0000052267P_1_KOR00000000,dbo,ReportStatistics,TABLE
C0000052267P_1_KOR00000000,dbo,ReportSubscr,TABLE
C0000052267P_1_KOR00000000,dbo,ReportWBSList,TABLE
C0000052267P_1_KOR00000000,dbo,ResumeByQueryDefaultFormatSetting,TABLE
C0000052267P_1_KOR00000000,dbo,ResumeByQueryFormatting,TABLE
C0000052267P_1_KOR00000000,dbo,RevenueGroup,TABLE
C0000052267P_1_KOR00000000,dbo,RevenueGroupSubs,TABLE
C0000052267P_1_KOR00000000,dbo,RoleSummary_col65d35bf617de4d28bfee20119cd42acd,TABLE
C0000052267P_1_KOR00000000,dbo,RoleSummary_group65d35bf617de4d28bfee20119cd42acd,TABLE
C0000052267P_1_KOR00000000,dbo,SE,TABLE
C0000052267P_1_KOR00000000,dbo,SEApprovalWorkflow,TABLE
C0000052267P_1_KOR00000000,dbo,SECalendar,TABLE
C0000052267P_1_KOR00000000,dbo,SECompany,TABLE
C0000052267P_1_KOR00000000,dbo,SECustomDashparts,TABLE
C0000052267P_1_KOR00000000,dbo,SEDashParts,TABLE
C0000052267P_1_KOR00000000,dbo,SEDashpartBase,TABLE
C0000052267P_1_KOR00000000,dbo,SEDashpartBaseColumns,TABLE
C0000052267P_1_KOR00000000,dbo,SEDataPack,TABLE
C0000052267P_1_KOR00000000,dbo,SEDataSource,TABLE
C0000052267P_1_KOR00000000,dbo,SEEmailTemplates,TABLE
C0000052267P_1_KOR00000000,dbo,SEFavorite,TABLE
C0000052267P_1_KOR00000000,dbo,SEField,TABLE
C0000052267P_1_KOR00000000,dbo,SEInfoCenter,TABLE
C0000052267P_1_KOR00000000,dbo,SELookupFields,TABLE
C0000052267P_1_KOR00000000,dbo,SEMergeTemplate,TABLE
C0000052267P_1_KOR00000000,dbo,SEMergeTemplateDocuments,TABLE
C0000052267P_1_KOR00000000,dbo,SEMobileAppFields,TABLE
C0000052267P_1_KOR00000000,dbo,SENavTree,TABLE
C0000052267P_1_KOR00000000,dbo,SENonce,TABLE
C0000052267P_1_KOR00000000,dbo,SEPrinters,TABLE
C0000052267P_1_KOR00000000,dbo,SEReport,TABLE
C0000052267P_1_KOR00000000,dbo,SEReportColumns,TABLE
C0000052267P_1_KOR00000000,dbo,SEReportGroups,TABLE
C0000052267P_1_KOR00000000,dbo,SEReportOptions,TABLE
C0000052267P_1_KOR00000000,dbo,SESearches,TABLE
C0000052267P_1_KOR00000000,dbo,SESystemDashParts,TABLE
C0000052267P_1_KOR00000000,dbo,SETab,TABLE
C0000052267P_1_KOR00000000,dbo,SETransTypes,TABLE
C0000052267P_1_KOR00000000,dbo,SEURLDashParts,TABLE
C0000052267P_1_KOR00000000,dbo,SEUser,TABLE
C0000052267P_1_KOR00000000,dbo,SEUserMyFavs,TABLE
C0000052267P_1_KOR00000000,dbo,SEUserMyLinks,TABLE
C0000052267P_1_KOR00000000,dbo,SEUserPasswordHistory,TABLE
C0000052267P_1_KOR00000000,dbo,SEUserRefreshToken,TABLE
C0000052267P_1_KOR00000000,dbo,SF254,TABLE
C0000052267P_1_KOR00000000,dbo,SF254Disciplines,TABLE
C0000052267P_1_KOR00000000,dbo,SF254FeeSummary,TABLE
C0000052267P_1_KOR00000000,dbo,SF254FirmProfile,TABLE
C0000052267P_1_KOR00000000,dbo,SF254LocationsCount,TABLE
C0000052267P_1_KOR00000000,dbo,SF254Projects,TABLE
C0000052267P_1_KOR00000000,dbo,SF254Subscr,TABLE
C0000052267P_1_KOR00000000,dbo,SF254Template,TABLE
C0000052267P_1_KOR00000000,dbo,SF254TemplateFiles,TABLE
C0000052267P_1_KOR00000000,dbo,SF255,TABLE
C0000052267P_1_KOR00000000,dbo,SF255Consultant,TABLE
C0000052267P_1_KOR00000000,dbo,SF255Disciplines,TABLE
C0000052267P_1_KOR00000000,dbo,SF255EmployeeGraphics,TABLE
C0000052267P_1_KOR00000000,dbo,SF255Employees,TABLE
C0000052267P_1_KOR00000000,dbo,SF255LocationsCount,TABLE
C0000052267P_1_KOR00000000,dbo,SF255ProjectGraphics,TABLE
C0000052267P_1_KOR00000000,dbo,SF255Projects,TABLE
C0000052267P_1_KOR00000000,dbo,SF255Subscr,TABLE
C0000052267P_1_KOR00000000,dbo,SF255Template,TABLE
C0000052267P_1_KOR00000000,dbo,SF255TemplateFiles,TABLE
C0000052267P_1_KOR00000000,dbo,SF330,TABLE
C0000052267P_1_KOR00000000,dbo,SF330FirmEmployeeDiscipline,TABLE
C0000052267P_1_KOR00000000,dbo,SF330FirmProfile,TABLE
C0000052267P_1_KOR00000000,dbo,SF330FirmsPart2,TABLE
C0000052267P_1_KOR00000000,dbo,SF330Personnel,TABLE
C0000052267P_1_KOR00000000,dbo,SF330PersonnelMatrix,TABLE
C0000052267P_1_KOR00000000,dbo,SF330PersonnelProjectMatrix,TABLE
C0000052267P_1_KOR00000000,dbo,SF330PersonnelProjects,TABLE
C0000052267P_1_KOR00000000,dbo,SF330Preferences,TABLE
C0000052267P_1_KOR00000000,dbo,SF330ProjectFirms,TABLE
C0000052267P_1_KOR00000000,dbo,SF330ProjectGraphics,TABLE
C0000052267P_1_KOR00000000,dbo,SF330Projects,TABLE
C0000052267P_1_KOR00000000,dbo,SF330ProposedFirms,TABLE
C0000052267P_1_KOR00000000,dbo,SF330Subscr,TABLE
C0000052267P_1_KOR00000000,dbo,SF330Template,TABLE
C0000052267P_1_KOR00000000,dbo,SF330TemplateFiles,TABLE
C0000052267P_1_KOR00000000,dbo,SPMessages,TABLE
C0000052267P_1_KOR00000000,dbo,S_INTFC_ELEM_MSTR,TABLE
C0000052267P_1_KOR00000000,dbo,S_INTFC_ERRORS,TABLE
C0000052267P_1_KOR00000000,dbo,S_INTFC_MSTR,TABLE
C0000052267P_1_KOR00000000,dbo,S_OBJECT_MSTR,TABLE
